cnpj,data_base,porte,origem
26602153000100,2022-01-01,Very small,Lista ativa
26615473000197,2021-10-01,Very Small,Passiva mkt
26646639000132,2017-11-01,SEM PORTE DEFINIDO,Lista ativa
26648314000199,2020-09-01,Very small,Lista ativa
26650141000143,2021-06-01,Middle,Lista ativa
26651811000146,2021-08-01,Small,Lista ativa
26672362000112,2020-09-01,Small,Evento
26682230000171,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
26684137000104,2019-05-01,SEM PORTE DEFINIDO,Lista ativa
26686815000160,2022-06-01,Small,Lista ativa
26690266000105,2020-07-01,Middle,Lista ativa
26722268000120,2022-04-01,Very Small,Passiva mkt
26722445000179,2022-10-01,Middle,Lista ativa
26728866000107,2017-12-01,Middle,Lista ativa
26749809000104,2019-06-01,Very small,Lista ativa
26774326000160,2020-08-01,Very small,Lista ativa
26789002000103,2022-04-01,Small,Passiva mkt
26807895000164,2018-12-01,SEM PORTE DEFINIDO,Lista ativa
26874376000119,2021-09-01,Small,Lista ativa
26914386000130,2022-01-01,Small,Lista ativa
26917692000120,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
26920930000157,2022-08-01,Very Small,Lista ativa
26923102000172,2022-09-01,Small,Passiva mkt
26926475000105,2021-11-01,Small,Lista ativa
26930985000148,2022-02-01,Very Small,Lista ativa
26941882000183,2021-04-01,Small,Lista ativa
26943819000186,2021-03-01,Small,Passiva mkt
26949801000191,2020-11-01,Very small,Lista ativa
26967209000112,2019-08-01,SEM PORTE DEFINIDO,Lista ativa
27026352000172,2021-07-01,Small,Lista ativa
27026909000175,2019-10-01,SEM PORTE DEFINIDO,Lista ativa
27049032000138,2020-08-01,Small,Passiva mkt
27049866000143,2020-12-01,Small,Passiva mkt
27084978000135,2021-08-01,Very Small,Evento
27090415000150,2021-10-01,Small,Evento
27098270000133,2022-09-01,Very Small,Lista ativa
27103044000101,2021-06-01,Very Small,Passiva mkt
27139634000186,2022-07-01,Middle,Lista ativa
27150825000149,2020-04-01,Very small,Links patrocinados
27160087000110,2018-11-01,SEM PORTE DEFINIDO,Lista ativa
27175883000127,2021-08-01,Very Small,Lista ativa
27175913000103,2022-01-01,Very Small,Passiva mkt
27178901000124,2021-05-01,Small,Lista ativa
27189001000182,2018-10-01,SEM PORTE DEFINIDO,Lista ativa
27197710000100,2021-02-01,Very small,Lista ativa
27253559000180,2021-04-01,Small,Passiva mkt
27255192000133,2019-03-01,Very small,Lista ativa
27272683000192,2022-07-01,Small,Lista ativa
27283727000180,2020-12-01,Very small,Lista ativa
27285249000147,2020-03-01,SEM PORTE DEFINIDO,Lista ativa
27293912000155,2019-11-01,SEM PORTE DEFINIDO,Lista ativa
27298388000105,2020-06-01,SEM PORTE DEFINIDO,Lista ativa
27298726000109,2021-10-01,Small,Lista ativa
27309893000108,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
27316464000168,2022-02-01,Small,Lista ativa
27339766000151,2020-10-01,Very small,Passiva mkt
27350717000110,2019-02-01,SEM PORTE DEFINIDO,Lista ativa
27350949000178,2020-10-01,Middle,Lista ativa
27381842000197,2019-05-01,Very small,Lista ativa
27382110000111,2018-11-01,SEM PORTE DEFINIDO,Lista ativa
27389330000177,2020-12-01,Very small,Lista ativa
27391065000161,2022-03-01,Middle,Lista ativa
27406783000164,2020-02-01,SEM PORTE DEFINIDO,Lista ativa
27416558000109,2022-03-01,Small,Lista ativa
27436984000104,2022-03-01,Small,Lista ativa
27471166000142,2022-03-01,Small,Lista ativa
27501219000120,2021-09-01,Small,Lista ativa
27503252000190,2019-08-01,SEM PORTE DEFINIDO,Lista ativa
27529875000131,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
27542403000119,2022-01-01,Very Small,Lista ativa
27562527000166,2020-09-01,Small,Evento
27582207000178,2020-07-01,Small,Passiva mkt
27583498000119,2018-10-01,SEM PORTE DEFINIDO,Lista ativa
27596921000115,2019-03-01,SEM PORTE DEFINIDO,Lista ativa
27606890000136,2021-11-01,Middle,Lista ativa
27676479000137,2019-05-01,SEM PORTE DEFINIDO,Lista ativa
27680006000103,2022-01-01,Middle,Evento
27730509000146,2020-08-01,Small,Lista ativa
27730842000155,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
27763344000109,2021-06-01,Small,Lista ativa
27768409000109,2020-09-01,Small,Indicação
27769226000108,2021-08-01,Very Small,Passiva mkt
27777269000135,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
27791065000159,2022-04-01,Small,Passiva mkt
27797268000152,2021-11-01,Small,Lista ativa
27797739000122,2021-05-01,Middle,Lista ativa
27801556000133,2022-01-01,Middle,Lista ativa
27811360000120,2022-07-01,Small,Passiva mkt
27816761000172,2021-11-01,Small,Passiva mkt
27818422000125,2021-08-01,Middle,Lista ativa
27826399000110,2020-12-01,Very small,Lista ativa
27828552000149,2020-12-01,Middle,Passiva mkt
27829683000140,2020-07-01,Middle,Evento
27829723000154,2020-12-01,Very small,Passiva mkt
27841715000123,2020-08-01,Very small,Lista ativa
27849376000121,2022-04-01,Large,Passiva mkt
27855494000142,2021-02-01,Small,Evento
27857454000130,2021-01-01,Very small,Lista ativa
27862907000116,2021-09-01,Middle,Lista ativa
27864392000193,2022-08-01,Middle,Lista ativa
27866142000192,2022-07-01,Small,Lista ativa
27890725000159,2021-09-01,Middle,Lista ativa
27902981000119,2021-09-01,Middle,Lista ativa
27914424000118,2019-08-01,Middle,Evento
27915735000100,2019-02-01,SEM PORTE DEFINIDO,Lista ativa
27916513000101,2022-06-01,Very small,Lista ativa
27924363000170,2021-03-01,Small,Lista ativa
27959617000195,2021-08-01,Very Small,Evento
27971567000161,2022-07-01,Small,Lista ativa
27977655000170,2020-08-01,Very small,Lista ativa
27995577000137,2022-08-01,Middle,Passiva mkt
28001783000147,2019-10-01,SEM PORTE DEFINIDO,Lista ativa
28013214000111,2022-04-01,Very small,Links patrocinados
28030362000144,2019-06-01,Small,Lista ativa
28047917000160,2021-06-01,Small,Lista ativa
28080072000105,2019-05-01,SEM PORTE DEFINIDO,Lista ativa
28094114000167,2021-05-01,Very small,Passiva mkt
28115607000136,2018-11-01,SEM PORTE DEFINIDO,Lista ativa
28140540000190,2022-06-01,Small,Passiva mkt
28193385000170,2018-10-01,SEM PORTE DEFINIDO,Lista ativa
28195956000105,2021-11-01,Small,Lista ativa
28200071000157,2022-05-01,Small,Lista ativa
28208230000160,2021-11-01,Small,Passiva mkt
28232454000107,2021-10-01,Small,Lista ativa
28233933000148,2019-02-01,Small,Lista ativa
28236260000180,2019-02-01,SEM PORTE DEFINIDO,Lista ativa
28243380000104,2021-06-01,Very Small,Lista ativa
28297049000177,2020-03-01,Small,Passiva mkt
28303835000130,2021-02-01,Middle,Evento
28315087000105,2021-10-01,Large,Lista ativa
28322991000148,2021-09-01,Small,Passiva mkt
28332261000128,2019-07-01,SEM PORTE DEFINIDO,Lista ativa
28358742000102,2021-06-01,Small,Lista ativa
28360182000120,2020-06-01,Very small,Passiva mkt
28364482000188,2019-03-01,SEM PORTE DEFINIDO,Lista ativa
28376254000128,2020-05-01,Small,Lista ativa
28404805000110,2020-04-01,SEM PORTE DEFINIDO,Lista ativa
28417916000160,2020-09-01,Very small,Passiva mkt
28418071000128,2019-05-01,SEM PORTE DEFINIDO,Lista ativa
28442334000134,2021-10-01,Small,Lista ativa
28474999000120,2022-02-01,Small,Lista ativa
28482233000197,2020-06-01,Small,Lista ativa
28518079000166,2020-09-01,Middle,Lista ativa
28559314000148,2021-10-01,Small,Lista ativa
28567713000150,2018-10-01,SEM PORTE DEFINIDO,Lista ativa
28610212000100,2022-05-01,Small,Lista ativa
28612816000195,2022-05-01,Small,Passiva mkt
28620040000155,2021-03-01,Middle,Evento
28620729000180,2021-02-01,Small,Lista ativa
28626100000147,2021-02-01,Middle,Passiva mkt
28631985000172,2020-06-01,Small,Lista ativa
28661893000135,2022-06-01,Small,Passiva mkt
28663927000120,2021-08-01,Small,Lista ativa
28665766000104,2020-07-01,Small,Lista ativa
28675125000130,2020-08-01,Small,Lista ativa
28718740000187,2022-07-01,Middle,Passiva mkt
28720566000107,2018-12-01,SEM PORTE DEFINIDO,Lista ativa
28729110000108,2021-07-01,Small,Passiva mkt
28738804000101,2021-11-01,Small,Passiva mkt
28746443000145,2019-03-01,SEM PORTE DEFINIDO,Lista ativa
28747374000194,2022-08-01,Very Small,Lista ativa
28772370000166,2021-02-01,Very Small,Passiva mkt
28811781000113,2021-03-01,Small,Passiva mkt
28834626000112,2020-07-01,Small,Passiva mkt
28841702000117,2018-05-01,SEM PORTE DEFINIDO,Lista ativa
28844734000176,2019-10-01,SEM PORTE DEFINIDO,Lista ativa
28845223000179,2021-02-01,Small,Lista ativa
28873397000145,2022-01-01,Small,Lista ativa
28925799000146,2022-05-01,Small,Evento
28929707000104,2021-06-01,Small,Evento
28932371000120,2021-09-01,Very small,Passiva mkt
28941695000125,2018-07-01,SEM PORTE DEFINIDO,Lista ativa
28974818000124,2021-05-01,Very Small,Passiva mkt
28985909000165,2022-04-01,Small,Passiva mkt
29023506000106,2019-03-01,Small,Lista ativa
29026462000160,2020-09-01,Very small,Lista ativa
29049388000105,2021-07-01,Middle,Lista ativa
29061722000138,2022-04-01,Small,Passiva mkt
29067310000105,2021-04-01,Small,Evento
29072219000188,2021-01-01,Small,Lista ativa
29081265000143,2020-05-01,Middle,Lista ativa
29083754000134,2020-07-01,Middle,Lista ativa
29102583000143,2020-07-01,Small,Passiva mkt
29139682000108,2021-09-01,Very Small,Passiva mkt
29143942000100,2021-10-01,Very Small,Passiva mkt
29171892000175,2018-12-01,SEM PORTE DEFINIDO,Lista ativa
29182084000103,2022-03-01,Small,Evento
29190753000199,2022-09-01,Small,Passiva mkt
29203104000185,2021-08-01,Small,Links patrocinados
29213298000108,2019-10-01,SEM PORTE DEFINIDO,Lista ativa
29218812000190,2019-01-01,SEM PORTE DEFINIDO,Lista ativa
29230763000100,2022-05-01,Very Small,Links patrocinados
29246062000160,2022-09-01,Very Small,Lista ativa
29255677000152,2021-06-01,Very small,Lista ativa
29257681000150,2018-12-01,SEM PORTE DEFINIDO,Lista ativa
29262179000137,2022-06-01,Small,Passiva mkt
29278627000190,2019-03-01,SEM PORTE DEFINIDO,Lista ativa
29303506000151,2022-03-01,Small,Lista ativa
29325233000146,2022-08-01,Small,Passiva mkt
29330188000118,2020-07-01,Small,Lista ativa
29330915000147,2021-09-01,Small,Lista ativa
29387715000120,2021-01-01,Small,Lista ativa
29391104000156,2020-07-01,Very small,Lista ativa
29400040000102,2020-12-01,Very small,Lista ativa
29408095000169,2021-03-01,Middle,Lista ativa
29448786000196,2020-06-01,SEM PORTE DEFINIDO,Lista ativa
29498183000107,2020-09-01,Small,Evento
29528328000167,2022-03-01,Small,Lista ativa
29643797000127,2020-12-01,Very small,Passiva mkt
29651283000113,2021-09-01,Small,Lista ativa
29654425000104,2019-01-01,SEM PORTE DEFINIDO,Lista ativa
29722072000124,2022-09-01,Small,Lista ativa
29731325000126,2022-07-01,Small,Passiva mkt
29780984000152,2019-06-01,Small,Lista ativa
29782214000149,2022-07-01,Small,Evento
29794169000142,2020-11-01,Very small,Lista ativa
29808669000196,2021-07-01,Small,Passiva mkt
29810050000116,2019-04-01,SEM PORTE DEFINIDO,Lista ativa
29833702000138,2019-07-01,SEM PORTE DEFINIDO,Lista ativa
29868177000196,2019-05-01,SEM PORTE DEFINIDO,Lista ativa
29880649000126,2022-03-01,Small,Passiva mkt
29881811000120,2020-01-01,SEM PORTE DEFINIDO,Lista ativa
29882613000181,2022-06-01,Small,Passiva mkt
29884632000147,2022-01-01,Large,Lista ativa
29891666000169,2019-12-01,SEM PORTE DEFINIDO,Lista ativa
29907215000172,2020-06-01,Very small,Lista ativa
29911069000159,2021-12-01,Small,Lista ativa
29920394000188,2018-04-01,SEM PORTE DEFINIDO,Lista ativa
29994192000180,2018-11-01,SEM PORTE DEFINIDO,Lista ativa
29999564000161,2018-04-01,SEM PORTE DEFINIDO,Lista ativa
29999813000119,2021-10-01,Small,Lista ativa
30009652000158,2022-03-01,Small,Evento
30010298000181,2022-08-01,Small,Passiva mkt
30011030000164,2021-07-01,Very small,Passiva mkt
30055230000461,2018-11-01,SEM PORTE DEFINIDO,Lista ativa
30060737000160,2021-10-01,Very small,Lista ativa
30073015000140,2021-10-01,Small,Passiva mkt
30076803000190,2022-08-01,Small,Lista ativa
30120199000152,2020-02-01,SEM PORTE DEFINIDO,Lista ativa
30120829000199,2020-06-01,SEM PORTE DEFINIDO,Lista ativa
30125480000188,2022-07-01,Small,Lista ativa
30146268000105,2019-08-01,SEM PORTE DEFINIDO,Lista ativa
30148925000145,2019-08-01,SEM PORTE DEFINIDO,Lista ativa
30154948000162,2022-01-01,Very Small,Lista ativa
30162109000196,2022-10-01,Small,Lista ativa
30187372000130,2021-03-01,Small,Evento
30196143000181,2020-11-01,Very small,Indicação
30196647000100,2018-12-01,SEM PORTE DEFINIDO,Lista ativa
30223471000120,2022-06-01,Small,Passiva mkt
30263534000171,2022-09-01,Small,Lista ativa
30302190000162,2018-11-01,SEM PORTE DEFINIDO,Lista ativa
30320412000170,2021-04-01,Small,Lista ativa
30405820000124,2021-03-01,Very small,Evento
30417319000188,2022-02-01,Small,Passiva mkt
30446895000153,2021-06-01,Middle,Evento
30469145000105,2020-02-01,Very small,Lista ativa
30474740000120,2020-05-01,SEM PORTE DEFINIDO,Lista ativa
30481726000154,2022-02-01,Middle,Lista ativa
30500715000174,2021-09-01,Very small,Passiva mkt
30531587000126,2019-11-01,Small,Lista ativa
30567878000174,2021-10-01,Small,Lista ativa
30580890000119,2020-01-01,Very Small,Lista ativa
30586083000103,2021-01-01,Very Small,Passiva mkt
30618497000177,2022-03-01,Small,Passiva mkt
30625013000117,2021-04-01,Small,Passiva mkt
30633157000115,2020-03-01,Very small,Lista ativa
30671679000101,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
30682566000101,2020-03-01,Small,Evento
30696102000154,2020-05-01,Middle,Passiva mkt
30701208000107,2019-07-01,SEM PORTE DEFINIDO,Lista ativa
30702093000167,2022-01-01,Small,Lista ativa
30709830000153,2021-03-01,Small,Lista ativa
30712823000100,2021-08-01,Middle,Lista ativa
30732568000168,2020-12-01,Small,Passiva mkt
30735648000177,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
30736605000106,2022-01-01,Small,Evento
30751602000141,2021-09-01,Very small,Lista ativa
30779007000114,2021-11-01,Small,Lista ativa
30779228000192,2021-11-01,Very Small,Lista ativa
30795008000152,2022-04-01,Very small,Indicação
30809195000186,2019-10-01,Small,Evento
30827108000113,2020-04-01,SEM PORTE DEFINIDO,Lista ativa
30835659000129,2019-08-01,SEM PORTE DEFINIDO,Lista ativa
30841034000170,2019-06-01,Small,Evento
30862594000100,2021-02-01,Middle,Lista ativa
30901671000194,2021-08-01,Small,Lista ativa
30910196000112,2018-12-01,SEM PORTE DEFINIDO,Lista ativa
30932966000128,2019-01-01,SEM PORTE DEFINIDO,Lista ativa
30964380000145,2020-04-01,Very small,Lista ativa
30965359000164,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
30966871000125,2021-06-01,Middle,Lista ativa
30995811000130,2021-01-01,Middle,Evento
30995871000153,2020-09-01,Small,Lista ativa
31002062000166,2020-04-01,SEM PORTE DEFINIDO,Lista ativa
31041669000155,2021-01-01,Small,Evento
31057125000181,2021-03-01,Small,Lista ativa
31100494000100,2020-06-01,SEM PORTE DEFINIDO,Lista ativa
31139910000183,2021-01-01,Very Small,Passiva mkt
31153322000102,2022-05-01,Small,Lista ativa
31172896000110,2017-01-01,Small,Indicação
31173558000100,2020-08-01,Very small,Lista ativa
31188760000106,2021-02-01,Very Small,Lista ativa
31210831000111,2022-01-01,Small,Passiva mkt
31253717000179,2020-06-01,Very small,Passiva mkt
31260376000169,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
31261147000169,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
31262907000152,2021-03-01,Very small,Passiva mkt
31265901000139,2021-11-01,Small,Passiva mkt
31289712000104,2022-05-01,Small,Lista ativa
31291580000147,2022-05-01,Small,Links patrocinados
31329180000183,2020-10-01,Very small,Lista ativa
31334049000104,2019-07-01,SEM PORTE DEFINIDO,Lista ativa
31368703000109,2021-01-01,Very Small,Evento
31385007000100,2021-09-01,Very Small,Evento
31436062000174,2019-01-01,SEM PORTE DEFINIDO,Lista ativa
31441374000176,2022-01-01,Very Small,Lista ativa
31441646000138,2021-05-01,Middle,Evento
31443324000128,2022-05-01,Middle,Passiva mkt
31472322000167,2021-06-01,Very Small,Passiva mkt
31551111000110,2022-05-01,Small,Passiva mkt
31573121000156,2021-11-01,Small,Lista ativa
31599549000178,2022-01-01,Small,Lista ativa
31621997000120,2021-12-01,Very Small,Lista ativa
31627840000102,2022-06-01,Very Small,Passiva mkt
31640499000125,2020-03-01,SEM PORTE DEFINIDO,Lista ativa
31665387000129,2021-09-01,Middle,Lista ativa
31673943000109,2019-02-01,SEM PORTE DEFINIDO,Lista ativa
31680829000106,2020-06-01,Very small,Evento
31697430000138,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
31700960000198,2019-12-01,SEM PORTE DEFINIDO,Lista ativa
31727898000128,2021-02-01,Small,Lista ativa
31751386000105,2021-07-01,Middle,Evento
31752308000117,2021-02-01,Middle,Passiva mkt
31765496000118,2019-07-01,SEM PORTE DEFINIDO,Lista ativa
31788422000105,2020-01-01,Very small,Lista ativa
31812571000154,2022-02-01,Very Small,Lista ativa
31845157000141,2019-05-01,SEM PORTE DEFINIDO,Lista ativa
31851534000155,2021-06-01,Small,Lista ativa
31895188000107,2021-01-01,Small,Evento
31896969000116,2022-05-01,Small,Lista ativa
31932041000140,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
31939709000180,2021-09-01,Small,Lista ativa
31947464000133,2022-07-01,Small,Lista ativa
31951380000173,2022-01-01,Middle,Indicação
31959502000178,2019-05-01,Small,Evento
31973737000114,2020-08-01,Very small,Passiva mkt
31980600000197,2021-12-01,Middle,Lista ativa
32008168000130,2019-07-01,SEM PORTE DEFINIDO,Lista ativa
32041086000197,2022-01-01,Very small,Indicação
32053107000194,2022-04-01,Small,Passiva mkt
32074620000161,2022-03-01,Small,Passiva mkt
32099322000126,2021-04-01,Small,Lista ativa
32107065000127,2019-10-01,SEM PORTE DEFINIDO,Lista ativa
32107467000121,2021-09-01,Small,Lista ativa
32115775000107,2021-10-01,Small,Lista ativa
32121462000153,2022-09-01,Very Small,Passiva mkt
32129994000137,2021-03-01,Small,Evento
32143343000100,2019-10-01,Small,Passiva mkt
32175595000102,2022-08-01,Middle,Lista ativa
32226272000109,2022-02-01,Small,Lista ativa
32246667000165,2021-09-01,Small,Lista ativa
32265440000167,2022-09-01,Small,Lista ativa
32266078000149,2020-07-01,Very small,Passiva mkt
32276205000190,2020-11-01,Very small,Lista ativa
32303868000157,2021-09-01,Middle,Evento
32310501000160,2021-10-01,Very Small,Passiva mkt
32318843000127,2021-03-01,Small,Evento
32320266000108,2022-02-01,Middle,Indicação
32340210000115,2021-03-01,Small,Lista ativa
32349148000122,2020-06-01,Very small,Lista ativa
32365372000108,2020-01-01,SEM PORTE DEFINIDO,Lista ativa
32419365000141,2021-03-01,Very small,Passiva mkt
32427819000126,2021-02-01,Very small,Evento
32441564000156,2020-04-01,SEM PORTE DEFINIDO,Lista ativa
32443882000156,2020-03-01,SEM PORTE DEFINIDO,Lista ativa
32469775000105,2021-05-01,Very Small,Links patrocinados
32475607000114,2021-07-01,Small,Lista ativa
32482647000193,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
32490269000190,2021-07-01,Small,Lista ativa
32531765000144,2021-02-01,Very small,Passiva mkt
32581347000161,2021-10-01,Small,Passiva mkt
32672392000121,2021-11-01,Small,Lista ativa
32701432000116,2022-05-01,Small,Passiva mkt
32703723000143,2021-05-01,Small,Lista ativa
32764648000120,2021-09-01,Middle,Evento
32765012000101,2022-10-01,Large,Lista ativa
32765270000180,2019-10-01,SEM PORTE DEFINIDO,Lista ativa
32772762000100,2021-02-01,Large,Passiva mkt
32773698000174,2021-04-01,Small,Lista ativa
32796107000184,2019-10-01,SEM PORTE DEFINIDO,Lista ativa
32813213000129,2020-06-01,Middle,Lista ativa
32814250000151,2021-12-01,Very small,Lista ativa
32825120000114,2021-07-01,Very Small,Passiva mkt
32862478000117,2022-08-01,Small,Evento
32922514000190,2021-06-01,Middle,Passiva mkt
32955793000270,2020-04-01,Small,Lista ativa
32983875000147,2018-07-01,Middle,Indicação
32996015000148,2022-09-01,Very small,Lista ativa
32996847000164,2022-07-01,Small,Passiva mkt
33016221000107,2018-08-01,SEM PORTE DEFINIDO,Lista ativa
33024870000150,2021-10-01,Very small,Passiva mkt
33058350000168,2019-07-01,SEM PORTE DEFINIDO,Lista ativa
33060220000160,2021-10-01,Very Small,Lista ativa
33068232000130,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
33132811000103,2021-07-01,Small,Lista ativa
33143233000100,2022-06-01,Middle,Lista ativa
33177186000108,2022-07-01,Small,Indicação
33177852000108,2021-01-01,Small,Passiva mkt
33207548000166,2020-06-01,Small,Evento
33220000000156,2021-08-01,Middle,Lista ativa
33224592000184,2019-07-01,SEM PORTE DEFINIDO,Lista ativa
33270250000109,2021-01-01,Very small,Lista ativa
33338709000150,2021-03-01,Small,Lista ativa
33343612000136,2020-10-01,Middle,Indicação
33347283000100,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
33386522000122,2020-06-01,SEM PORTE DEFINIDO,Lista ativa
33390176000156,2020-10-01,Small,Evento
33418375000125,2022-06-01,Small,Passiva mkt
33435490000108,2020-06-01,SEM PORTE DEFINIDO,Lista ativa
33448387000100,2022-03-01,Small,Lista ativa
33455712000154,2021-12-01,Small,Lista ativa
33469817000162,2020-12-01,Middle,Passiva mkt
33470432000115,2020-05-01,SEM PORTE DEFINIDO,Lista ativa
33510060000103,2021-02-01,Very Small,Lista ativa
33543219000196,2021-03-01,Small,Lista ativa
33543889000102,2020-06-01,Very small,Passiva mkt
33560080000199,2022-05-01,Middle,Lista ativa
33574208000173,2020-07-01,Very small,Passiva mkt
33652365000150,2022-01-01,Small,Passiva mkt
33658291000169,2021-11-01,Small,Passiva mkt
33659601000160,2021-02-01,Small,Passiva mkt
33661296000140,2020-09-01,Small,Passiva mkt
33663388000160,2019-08-01,SEM PORTE DEFINIDO,Lista ativa
33667107000147,2020-04-01,SEM PORTE DEFINIDO,Lista ativa
33668602000170,2020-04-01,Very small,Passiva mkt
33691632000106,2020-06-01,SEM PORTE DEFINIDO,Lista ativa
33693262000138,2020-07-01,Very small,Lista ativa
33737219000127,2021-06-01,Small,Lista ativa
33746166000100,2021-10-01,Small,Lista ativa
33754191000136,2019-06-01,Very small,Passiva mkt
33800351000136,2020-07-01,Middle,Evento
33821161000103,2019-10-01,SEM PORTE DEFINIDO,Lista ativa
33840143000160,2021-03-01,Very Small,Lista ativa
33855951000100,2020-04-01,SEM PORTE DEFINIDO,Lista ativa
33872824000100,2021-04-01,Very small,Passiva mkt
33879360000164,2020-10-01,Small,Lista ativa
33921755000188,2022-02-01,Small,Passiva mkt
33953925000106,2021-04-01,Very Small,Passiva mkt
33999901000198,2020-05-01,SEM PORTE DEFINIDO,Lista ativa
34046333000173,2021-07-01,Small,Passiva mkt
34052520000160,2021-09-01,Very Small,Passiva mkt
34052554000154,2021-10-01,Very Small,Lista ativa
34052684000197,2021-02-01,Middle,Passiva mkt
34076332000171,2020-07-01,SEM PORTE DEFINIDO,Lista ativa
34085283000133,2020-09-01,Very small,Lista ativa
34102645000157,2021-02-01,Small,Indicação
34126728000186,2021-04-01,Small,Lista ativa
34137386000108,2021-10-01,Small,Passiva mkt
34198987000112,2022-05-01,Very Small,Passiva mkt
34208151000151,2020-02-01,Middle,Lista ativa
34228753000170,2021-03-01,Small,Passiva mkt
34235779000146,2021-02-01,Small,Passiva mkt
34249162000180,2021-10-01,Small,Lista ativa
34250750000133,2022-01-01,Small,Indicação
34259615000159,2021-11-01,Small,Passiva mkt
34267418000181,2019-10-01,SEM PORTE DEFINIDO,Lista ativa
34280579000105,2020-05-01,Small,Indicação
34308177000171,2022-09-01,Very small,Indicação
34330007000193,2022-06-01,Small,Lista ativa
34330961000186,2021-03-01,Very Small,Passiva mkt
34330964000110,2021-08-01,Very Small,Lista ativa
34382559000145,2019-08-01,SEM PORTE DEFINIDO,Lista ativa
34394467000185,2021-04-01,Small,Lista ativa
34471330000187,2019-11-01,Very small,Passiva mkt
34486745000124,2021-03-01,Small,Passiva mkt
34489709000114,2020-06-01,Very small,Lista ativa
34559308000193,2021-03-01,Small,Passiva mkt
34574428000160,2021-01-01,Middle,Passiva mkt
34577232000129,2022-04-01,Small,Indicação
34615117000100,2021-08-01,Very Small,Passiva mkt
34626591000129,2021-10-01,Small,Passiva mkt
34639121000108,2021-08-01,Small,Lista ativa
34665405000160,2021-02-01,Middle,Links patrocinados
34670321000115,2021-07-01,Very Small,Passiva mkt
34696306000146,2020-11-01,Large,Indicação
34701130000173,2017-10-01,Small,Indicação
34720426000131,2020-05-01,Very small,Evento
34751862000178,2020-07-01,Very small,Passiva mkt
34778892000178,2022-01-01,Small,Lista ativa
34779087000169,2021-03-01,Small,Lista ativa
34781498000199,2021-07-01,Very Small,Lista ativa
34792233000196,2022-02-01,Small,Lista ativa
34814864000169,2021-04-01,Very small,Passiva mkt
34816202000128,2022-01-01,Very small,Passiva mkt
34830111000147,2021-05-01,Middle,Lista ativa
34853946000112,2020-07-01,Very small,Evento
34867639000190,2021-06-01,Very Small,Lista ativa
34894803000159,2020-09-01,Small,Lista ativa
34895324000157,2019-10-01,Middle,Lista ativa
34896772000175,2020-05-01,SEM PORTE DEFINIDO,Lista ativa
34900355000159,2022-04-01,Very small,Lista ativa
34905819000110,2020-01-01,SEM PORTE DEFINIDO,Lista ativa
34916729000124,2021-04-01,Small,Evento
34922053000181,2020-01-01,SEM PORTE DEFINIDO,Lista ativa
34942472000185,2020-02-01,SEM PORTE DEFINIDO,Lista ativa
35012934000128,2021-11-01,Small,Lista ativa
35027867000115,2022-05-01,Small,Lista ativa
35107973000109,2020-04-01,Very small,Lista ativa
35115532000159,2022-10-01,Small,Lista ativa
35149238000168,2020-08-01,Very small,Lista ativa
35206818000140,2022-05-01,Small,Lista ativa
35210718000197,2022-03-01,Small,Links patrocinados
35237838000188,2022-01-01,Middle,Lista ativa
35246661000186,2020-10-01,Small,Lista ativa
35255914000188,2020-03-01,Very small,Indicação
35273310000164,2021-02-01,Middle,Evento
35283810000187,2021-12-01,Small,Lista ativa
35309147000142,2022-03-01,Small,Passiva mkt
35311262000151,2022-03-01,Small,Lista ativa
35315631000184,2020-12-01,Very small,Lista ativa
35395041000109,2020-09-01,Small,Lista ativa
35414700000107,2021-07-01,Middle,Evento
35476447000116,2021-08-01,Small,Lista ativa
35503096000195,2022-07-01,Very Small,Indicação
35594747000108,2020-08-01,Small,Lista ativa
35603406000143,2021-02-01,Middle,Lista ativa
35611694000188,2022-03-01,Small,Lista ativa
35625028000107,2021-09-01,Very small,Passiva mkt
35633137000168,2022-04-01,Very small,Lista ativa
35673650000182,2021-08-01,Very small,Lista ativa
35674327000123,2021-08-01,Middle,Lista ativa
35675821000102,2021-03-01,Small,Lista ativa
35679369000157,2020-09-01,SEM PORTE DEFINIDO,Lista ativa
35691397000190,2022-02-01,Middle,Links patrocinados
35753658000159,2021-03-01,Very Small,Lista ativa
35755625000148,2021-01-01,Very small,Lista ativa
35790039000134,2021-01-01,Small,Passiva mkt
35792705000173,2021-07-01,Small,Passiva mkt
35815189000155,2021-02-01,Very Small,Lista ativa
35834024000120,2022-02-01,Very small,Indicação
